ID	type	start	end	length
ID=HORVU.MOREX.r3.1HG0002240.1	intron 	4873767	4873852	87
ID=HORVU.MOREX.r3.1HG0002250.1	intron 	4875739	4876516	779
ID=HORVU.MOREX.r3.1HG0002490.1	intron 	5077280	5078182	904
ID=HORVU.MOREX.r3.1HG0002540.1	intron 	5121095	5121206	113
ID=HORVU.MOREX.r3.1HG0002550.1	intron 	5123902	5123976	76
ID=HORVU.MOREX.r3.1HG0002550.1	intron 	5124220	5124300	82
ID=HORVU.MOREX.r3.1HG0002600.1	intron 	5350679	5350935	258
ID=HORVU.MOREX.r3.1HG0002620.1	intron 	5368956	5370294	1340
ID=HORVU.MOREX.r3.1HG0002650.1	intron 	5453642	5453751	111
ID=HORVU.MOREX.r3.1HG0002730.1	intron 	5516403	5516474	73
ID=HORVU.MOREX.r3.1HG0002730.1	intron 	5516574	5516666	94
ID=HORVU.MOREX.r3.1HG0003330.1	intron 	6812588	6812748	162
ID=HORVU.MOREX.r3.1HG0003350.1	intron 	6849822	6849948	128
ID=HORVU.MOREX.r3.1HG0003350.1	intron 	6850060	6850160	102
ID=HORVU.MOREX.r3.1HG0003360.1	intron 	6863325	6863946	623
ID=HORVU.MOREX.r3.1HG0003360.1	intron 	6864022	6869804	5784
ID=HORVU.MOREX.r3.1HG0003360.1	intron 	6869876	6869969	95
ID=HORVU.MOREX.r3.1HG0003360.1	intron 	6870028	6870238	212
ID=HORVU.MOREX.r3.1HG0003360.1	intron 	6870441	6870551	112
ID=HORVU.MOREX.r3.1HG0003370.1	intron 	6877152	6877271	121
ID=HORVU.MOREX.r3.1HG0003370.1	intron 	6877568	6877906	340
ID=HORVU.MOREX.r3.1HG0003400.1	intron 	6909061	6909145	86
ID=HORVU.MOREX.r3.1HG0003400.1	intron 	6909229	6909324	97
ID=HORVU.MOREX.r3.1HG0003400.1	intron 	6909401	6909485	86
ID=HORVU.MOREX.r3.1HG0003400.1	intron 	6909548	6909629	83
ID=HORVU.MOREX.r3.1HG0003400.1	intron 	6909726	6909824	100
ID=HORVU.MOREX.r3.1HG0003420.1	intron 	6967168	6967283	117
ID=HORVU.MOREX.r3.1HG0003420.1	intron 	6967362	6967450	90
ID=HORVU.MOREX.r3.1HG0003420.1	intron 	6967605	6967693	90
ID=HORVU.MOREX.r3.1HG0003460.1	intron 	7175688	7177754	2068
ID=HORVU.MOREX.r3.1HG0003460.1	intron 	7177866	7177957	93
ID=HORVU.MOREX.r3.1HG0003460.1	intron 	7178059	7179066	1009
ID=HORVU.MOREX.r3.1HG0003480.1	intron 	7198519	7217763	19246
ID=HORVU.MOREX.r3.1HG0003480.1	intron 	7217878	7217966	90
ID=HORVU.MOREX.r3.1HG0003480.1	intron 	7218068	7219075	1009
ID=HORVU.MOREX.r3.1HG0003930.1	intron 	8521541	8521626	87
ID=HORVU.MOREX.r3.1HG0003930.1	intron 	8521694	8521809	117
ID=HORVU.MOREX.r3.1HG0003930.1	intron 	8521921	8522842	923
ID=HORVU.MOREX.r3.1HG0003930.1	intron 	8523002	8523100	100
ID=HORVU.MOREX.r3.1HG0004070.1	intron 	8793061	8793142	83
ID=HORVU.MOREX.r3.1HG0004070.1	intron 	8793236	8793323	89
ID=HORVU.MOREX.r3.1HG0004070.1	intron 	8793534	8793621	89
ID=HORVU.MOREX.r3.1HG0004070.1	intron 	8793876	8793962	88
ID=HORVU.MOREX.r3.1HG0004090.1	intron 	8818290	8818371	83
ID=HORVU.MOREX.r3.1HG0004090.1	intron 	8818465	8818552	89
ID=HORVU.MOREX.r3.1HG0004090.1	intron 	8818763	8818850	89
ID=HORVU.MOREX.r3.1HG0004090.1	intron 	8819105	8819191	88
ID=HORVU.MOREX.r3.1HG0004170.1	intron 	8917167	8917458	293
ID=HORVU.MOREX.r3.1HG0004170.1	intron 	8917752	8918796	1046
ID=HORVU.MOREX.r3.1HG0004180.1	intron 	8919204	8919325	123
ID=HORVU.MOREX.r3.1HG0004180.1	intron 	8919589	8921158	1571
ID=HORVU.MOREX.r3.1HG0004180.1	intron 	8921304	8921400	98
ID=HORVU.MOREX.r3.1HG0004180.1	intron 	8921440	8922095	657
ID=HORVU.MOREX.r3.1HG0004200.1	intron 	8928516	8928797	283
ID=HORVU.MOREX.r3.1HG0004360.1	intron 	9177243	9179004	1763
ID=HORVU.MOREX.r3.1HG0004360.1	intron 	9179408	9179562	156
ID=HORVU.MOREX.r3.1HG0004360.1	intron 	9179608	9179699	93
ID=HORVU.MOREX.r3.1HG0004360.1	intron 	9179749	9179881	134
ID=HORVU.MOREX.r3.1HG0004360.1	intron 	9179931	9189898	9969
ID=HORVU.MOREX.r3.1HG0004430.1	intron 	9231675	9231843	170
ID=HORVU.MOREX.r3.1HG0004430.1	intron 	9231892	9232007	117
ID=HORVU.MOREX.r3.1HG0004510.1	intron 	9271394	9271562	170
ID=HORVU.MOREX.r3.1HG0004510.1	intron 	9271611	9271726	117
ID=HORVU.MOREX.r3.1HG0004740.1	intron 	9504139	9504223	86
ID=HORVU.MOREX.r3.1HG0004750.1	intron 	9513739	9513835	98
ID=HORVU.MOREX.r3.1HG0004760.1	intron 	9514886	9515357	473
ID=HORVU.MOREX.r3.1HG0004770.1	intron 	9515653	9515731	80
ID=HORVU.MOREX.r3.1HG0004800.1	intron 	9571560	9571898	340
ID=HORVU.MOREX.r3.1HG0004800.1	intron 	9572195	9572314	121
ID=HORVU.MOREX.r3.1HG0004810.1	intron 	9574131	9574242	113
ID=HORVU.MOREX.r3.1HG0004820.1	intron 	9587197	9587281	86
ID=HORVU.MOREX.r3.1HG0004850.1	intron 	9600685	9600839	156
ID=HORVU.MOREX.r3.1HG0004850.1	intron 	9600876	9601200	326
ID=HORVU.MOREX.r3.1HG0004850.1	intron 	9601339	9601683	346
ID=HORVU.MOREX.r3.1HG0004850.1	intron 	9601783	9601921	140
ID=HORVU.MOREX.r3.1HG0004860.1	intron 	9602436	9602568	134
ID=HORVU.MOREX.r3.1HG0004860.1	intron 	9603386	9603527	143
ID=HORVU.MOREX.r3.1HG0004860.1	intron 	9603665	9603724	61
ID=HORVU.MOREX.r3.1HG0004860.1	intron 	9603804	9603918	116
ID=HORVU.MOREX.r3.1HG0004860.1	intron 	9604072	9604164	94
ID=HORVU.MOREX.r3.1HG0004900.1	intron 	9752442	9753061	621
ID=HORVU.MOREX.r3.1HG0004900.1	intron 	9753125	9753259	136
ID=HORVU.MOREX.r3.1HG0004900.1	intron 	9753347	9753459	114
ID=HORVU.MOREX.r3.1HG0004900.1	intron 	9753695	9753807	114
ID=HORVU.MOREX.r3.1HG0004900.1	intron 	9753882	9753997	117
ID=HORVU.MOREX.r3.1HG0004900.1	intron 	9754097	9754532	437
ID=HORVU.MOREX.r3.1HG0004950.1	intron 	9877237	9877376	141
ID=HORVU.MOREX.r3.1HG0004950.1	intron 	9877443	9877511	70
ID=HORVU.MOREX.r3.1HG0004950.1	intron 	9877800	9878000	202
ID=HORVU.MOREX.r3.1HG0004950.1	intron 	9878115	9878195	82
ID=HORVU.MOREX.r3.1HG0004950.1	intron 	9878565	9878873	310
ID=HORVU.MOREX.r3.1HG0004950.1	intron 	9879064	9879148	86
ID=HORVU.MOREX.r3.1HG0004970.1	intron 	9880589	9880655	68
ID=HORVU.MOREX.r3.1HG0004970.1	intron 	9880974	9881044	72
ID=HORVU.MOREX.r3.1HG0005050.1	intron 	9956000	9956119	121
ID=HORVU.MOREX.r3.1HG0005080.1	intron 	10032283	10032375	94
ID=HORVU.MOREX.r3.1HG0005080.1	intron 	10032500	10032912	414
ID=HORVU.MOREX.r3.1HG0005100.1	intron 	10142493	10142596	105
ID=HORVU.MOREX.r3.1HG0005160.1	intron 	10216532	10216776	246
ID=HORVU.MOREX.r3.1HG0005280.1	intron 	10488185	10488296	113
ID=HORVU.MOREX.r3.1HG0005290.1	intron 	10493475	10493586	113
ID=HORVU.MOREX.r3.1HG0005300.1	intron 	10498765	10498876	113
ID=HORVU.MOREX.r3.1HG0005310.1	intron 	10504055	10504166	113
ID=HORVU.MOREX.r3.1HG0005320.1	intron 	10509345	10509456	113
ID=HORVU.MOREX.r3.1HG0005330.1	intron 	10517354	10517692	340
ID=HORVU.MOREX.r3.1HG0005330.1	intron 	10517989	10518108	121
ID=HORVU.MOREX.r3.1HG0005500.1	intron 	11305109	11305321	214
ID=HORVU.MOREX.r3.1HG0005650.1	intron 	11629803	11629906	105
ID=HORVU.MOREX.r3.1HG0005690.1	intron 	11724005	11724114	111
ID=HORVU.MOREX.r3.1HG0005710.1	intron 	11792247	11792333	88
ID=HORVU.MOREX.r3.1HG0005820.1	intron 	11917960	11918072	114
ID=HORVU.MOREX.r3.1HG0006150.1	intron 	12705796	12705916	122
ID=HORVU.MOREX.r3.1HG0006220.1	intron 	12819660	12819782	124
ID=HORVU.MOREX.r3.1HG0006240.1	intron 	12830283	12830601	320
ID=HORVU.MOREX.r3.1HG0006240.1	intron 	12830780	12830879	101
ID=HORVU.MOREX.r3.1HG0006240.1	intron 	12830961	12831363	404
ID=HORVU.MOREX.r3.1HG0006240.1	intron 	12831398	12831879	483
ID=HORVU.MOREX.r3.1HG0006250.1	intron 	12880699	12881066	369
ID=HORVU.MOREX.r3.1HG0006260.1	intron 	12903637	12904004	369
ID=HORVU.MOREX.r3.1HG0006270.1	intron 	12950026	12950393	369
ID=HORVU.MOREX.r3.1HG0006290.1	intron 	13045682	13045767	87
ID=HORVU.MOREX.r3.1HG0006290.1	intron 	13045937	13046306	371
ID=HORVU.MOREX.r3.1HG0006300.1	intron 	13140390	13140530	142
ID=HORVU.MOREX.r3.1HG0006300.1	intron 	13140854	13141113	261
ID=HORVU.MOREX.r3.1HG0006300.1	intron 	13141237	13141953	718
ID=HORVU.MOREX.r3.1HG0006300.1	intron 	13142856	13142943	89
ID=HORVU.MOREX.r3.1HG0006320.1	intron 	13181676	13181788	114
ID=HORVU.MOREX.r3.1HG0006330.1	intron 	13187190	13187276	88
ID=HORVU.MOREX.r3.1HG0006360.1	intron 	13217284	13217396	114
ID=HORVU.MOREX.r3.1HG0006600.1	intron 	13883387	13883474	89
ID=HORVU.MOREX.r3.1HG0006600.1	intron 	13883657	13883771	116
ID=HORVU.MOREX.r3.1HG0006620.1	intron 	13955359	13955558	201
ID=HORVU.MOREX.r3.1HG0006620.1	intron 	13955688	13955898	212
ID=HORVU.MOREX.r3.1HG0006620.1	intron 	13956031	13956233	204
ID=HORVU.MOREX.r3.1HG0006620.1	intron 	13956304	13956651	349
ID=HORVU.MOREX.r3.1HG0006620.1	intron 	13956734	13957592	860
ID=HORVU.MOREX.r3.1HG0006640.1	intron 	14047922	14048016	96
ID=HORVU.MOREX.r3.1HG0006640.1	intron 	14048097	14048185	90
ID=HORVU.MOREX.r3.1HG0006640.1	intron 	14048569	14049089	522
ID=HORVU.MOREX.r3.1HG0006640.1	intron 	14049385	14049459	76
ID=HORVU.MOREX.r3.1HG0006710.1	intron 	14180721	14180789	70
ID=HORVU.MOREX.r3.1HG0006800.1	intron 	14235097	14235165	70
ID=HORVU.MOREX.r3.1HG0006830.1	intron 	14309534	14309613	81
ID=HORVU.MOREX.r3.1HG0006850.1	intron 	14319559	14321899	2342
ID=HORVU.MOREX.r3.1HG0006890.1	intron 	14397017	14397414	399
ID=HORVU.MOREX.r3.1HG0006950.1	intron 	14449130	14453101	3973
ID=HORVU.MOREX.r3.1HG0007270.1	intron 	14836079	14836174	97
ID=HORVU.MOREX.r3.1HG0007410.1	intron 	15139815	15139892	79
ID=HORVU.MOREX.r3.1HG0007430.1	intron 	15152293	15152391	100
ID=HORVU.MOREX.r3.1HG0007430.1	intron 	15152563	15153099	538
ID=HORVU.MOREX.r3.1HG0007650.1	intron 	15750905	15751050	147
ID=HORVU.MOREX.r3.1HG0007670.1	intron 	15755052	15755248	198
ID=HORVU.MOREX.r3.1HG0007670.1	intron 	15755361	15755437	78
ID=HORVU.MOREX.r3.1HG0007670.1	intron 	15755573	15757083	1512
ID=HORVU.MOREX.r3.1HG0007670.1	intron 	15757129	15757252	125
ID=HORVU.MOREX.r3.1HG0007680.1	intron 	15758373	15758826	455
ID=HORVU.MOREX.r3.1HG0007680.1	intron 	15758957	15759039	84
ID=HORVU.MOREX.r3.1HG0007680.1	intron 	15759072	15759167	97
ID=HORVU.MOREX.r3.1HG0007710.1	intron 	16042643	16042746	105
ID=HORVU.MOREX.r3.1HG0007720.1	intron 	16128113	16128227	116
ID=HORVU.MOREX.r3.1HG0007790.1	intron 	16346523	16346608	87
ID=HORVU.MOREX.r3.1HG0007790.1	intron 	16346671	16346871	202
ID=HORVU.MOREX.r3.1HG0007790.1	intron 	16346937	16347022	87
ID=HORVU.MOREX.r3.1HG0007790.1	intron 	16347203	16347638	437
ID=HORVU.MOREX.r3.1HG0007810.1	intron 	16374375	16374572	199
ID=HORVU.MOREX.r3.1HG0007880.1	intron 	16477549	16477815	268
ID=HORVU.MOREX.r3.1HG0007880.1	intron 	16477909	16479040	1133
ID=HORVU.MOREX.r3.1HG0007920.1	intron 	16543708	16543907	201
ID=HORVU.MOREX.r3.1HG0007920.1	intron 	16544227	16544787	562
ID=HORVU.MOREX.r3.1HG0007980.1	intron 	16732033	16732107	76
ID=HORVU.MOREX.r3.1HG0007980.1	intron 	16732219	16732328	111
ID=HORVU.MOREX.r3.1HG0007980.1	intron 	16732503	16732588	87
ID=HORVU.MOREX.r3.1HG0008010.1	intron 	16743592	16743674	84
ID=HORVU.MOREX.r3.1HG0008010.1	intron 	16743735	16743820	87
ID=HORVU.MOREX.r3.1HG0008040.1	intron 	16771836	16772008	174
ID=HORVU.MOREX.r3.1HG0008120.1	intron 	17311287	17311495	210
ID=HORVU.MOREX.r3.1HG0008190.1	intron 	17507372	17508133	763
ID=HORVU.MOREX.r3.1HG0008190.1	intron 	17508581	17508713	134
ID=HORVU.MOREX.r3.1HG0008200.1	intron 	17534879	17535029	152
ID=HORVU.MOREX.r3.1HG0008240.1	intron 	17861920	17862040	122
ID=HORVU.MOREX.r3.1HG0008240.1	intron 	17862212	17862467	257
ID=HORVU.MOREX.r3.1HG0008240.2	intron 	17861920	17862040	122
ID=HORVU.MOREX.r3.1HG0008250.1	intron 	17913447	17913541	96
ID=HORVU.MOREX.r3.1HG0008250.1	intron 	17913647	17913733	88
ID=HORVU.MOREX.r3.1HG0008260.1	intron 	17953171	17953251	82
ID=HORVU.MOREX.r3.1HG0008260.1	intron 	17953502	17954112	612
ID=HORVU.MOREX.r3.1HG0008270.1	intron 	17954391	17955330	941
ID=HORVU.MOREX.r3.1HG0008270.1	intron 	17955508	17955617	111
ID=HORVU.MOREX.r3.1HG0008270.1	intron 	17955761	17956208	449
ID=HORVU.MOREX.r3.1HG0008300.1	intron 	19403821	19403898	79
ID=HORVU.MOREX.r3.1HG0008330.1	intron 	19446709	19446840	133
ID=HORVU.MOREX.r3.1HG0008330.1	intron 	19446862	19446946	86
ID=HORVU.MOREX.r3.1HG0008330.1	intron 	19447015	19447252	239
ID=HORVU.MOREX.r3.1HG0008330.1	intron 	19447695	19447791	98
ID=HORVU.MOREX.r3.1HG0008330.1	intron 	19447926	19448012	88
ID=HORVU.MOREX.r3.1HG0008340.1	intron 	19483532	19483607	77
ID=HORVU.MOREX.r3.1HG0008340.1	intron 	19483671	19483763	94
ID=HORVU.MOREX.r3.1HG0008340.1	intron 	19483917	19484005	90
ID=HORVU.MOREX.r3.1HG0008480.1	intron 	19881664	19881761	99
ID=HORVU.MOREX.r3.1HG0008480.1	intron 	19881843	19881972	131
ID=HORVU.MOREX.r3.1HG0008480.1	intron 	19882033	19882126	95
ID=HORVU.MOREX.r3.1HG0008480.1	intron 	19882207	19882302	97
ID=HORVU.MOREX.r3.1HG0008580.1	intron 	20312489	20312679	192
ID=HORVU.MOREX.r3.1HG0008880.1	intron 	20936052	20938320	2270
ID=HORVU.MOREX.r3.1HG0008940.1	intron 	21094234	21094319	87
ID=HORVU.MOREX.r3.1HG0009010.1	intron 	21442915	21444103	1190
ID=HORVU.MOREX.r3.1HG0009060.1	intron 	21604581	21604990	411
ID=HORVU.MOREX.r3.1HG0009060.1	intron 	21605154	21605663	511
ID=HORVU.MOREX.r3.1HG0009190.1	intron 	21911967	21912033	68
ID=HORVU.MOREX.r3.1HG0009190.1	intron 	21912415	21912504	91
ID=HORVU.MOREX.r3.1HG0009190.1	intron 	21912682	21912759	79
ID=HORVU.MOREX.r3.1HG0009200.1	intron 	22080449	22081487	1040
ID=HORVU.MOREX.r3.1HG0009200.1	intron 	22081558	22082343	787
ID=HORVU.MOREX.r3.1HG0009200.1	intron 	22082411	22083151	742
ID=HORVU.MOREX.r3.1HG0009200.1	intron 	22083219	22084235	1018
ID=HORVU.MOREX.r3.1HG0009230.1	intron 	22105928	22106003	77
ID=HORVU.MOREX.r3.1HG0009230.1	intron 	22106067	22106160	95
ID=HORVU.MOREX.r3.1HG0009230.1	intron 	22106314	22106402	90
ID=HORVU.MOREX.r3.1HG0009230.1	intron 	22106784	22106873	91
ID=HORVU.MOREX.r3.1HG0009320.1	intron 	22256473	22256551	80
ID=HORVU.MOREX.r3.1HG0009330.1	intron 	22257396	22257513	119
ID=HORVU.MOREX.r3.1HG0009370.1	intron 	22314082	22314458	378
ID=HORVU.MOREX.r3.1HG0009440.1	intron 	22404963	22407214	2253
ID=HORVU.MOREX.r3.1HG0009540.1	intron 	22526292	22526368	78
ID=HORVU.MOREX.r3.1HG0009540.1	intron 	22526592	22526672	82
ID=HORVU.MOREX.r3.1HG0009540.1	intron 	22526852	22526943	93
ID=HORVU.MOREX.r3.1HG0009560.1	intron 	22527566	22527655	91
ID=HORVU.MOREX.r3.1HG0009560.1	intron 	22527854	22527933	81
ID=HORVU.MOREX.r3.1HG0009560.1	intron 	22527997	22528075	80
ID=HORVU.MOREX.r3.1HG0009980.1	intron 	23262089	23262276	189
ID=HORVU.MOREX.r3.1HG0009980.1	intron 	23262816	23262894	80
ID=HORVU.MOREX.r3.1HG0009980.1	intron 	23263254	23263415	163
ID=HORVU.MOREX.r3.1HG0009980.1	intron 	23264182	23264259	79
ID=HORVU.MOREX.r3.1HG0010000.1	intron 	23451430	23451525	97
ID=HORVU.MOREX.r3.1HG0010000.1	intron 	23451732	23452620	890
ID=HORVU.MOREX.r3.1HG0010000.1	intron 	23452701	23453340	641
ID=HORVU.MOREX.r3.1HG0010000.1	intron 	23453502	23453585	85
ID=HORVU.MOREX.r3.1HG0010040.1	intron 	23469308	23469764	458
ID=HORVU.MOREX.r3.1HG0010040.1	intron 	23469855	23470957	1104
ID=HORVU.MOREX.r3.1HG0010040.1	intron 	23471061	23471157	98
ID=HORVU.MOREX.r3.1HG0010040.1	intron 	23471239	23471356	119
ID=HORVU.MOREX.r3.1HG0010100.1	intron 	23657936	23658031	97
ID=HORVU.MOREX.r3.1HG0010100.1	intron 	23658112	23658200	90
ID=HORVU.MOREX.r3.1HG0010100.1	intron 	23658584	23658972	390
ID=HORVU.MOREX.r3.1HG0010100.1	intron 	23659268	23659342	76
ID=HORVU.MOREX.r3.1HG0010180.1	intron 	23843592	23844968	1378
ID=HORVU.MOREX.r3.1HG0010230.1	intron 	23952949	23953106	159
ID=HORVU.MOREX.r3.1HG0010300.1	intron 	24056905	24057016	113
ID=HORVU.MOREX.r3.1HG0010410.1	intron 	24279558	24279653	97
ID=HORVU.MOREX.r3.1HG0010430.1	intron 	24292509	24293325	818
ID=HORVU.MOREX.r3.1HG0010430.1	intron 	24293459	24293545	88
ID=HORVU.MOREX.r3.1HG0010430.1	intron 	24293630	24293718	90
ID=HORVU.MOREX.r3.1HG0010430.1	intron 	24293776	24293925	151
ID=HORVU.MOREX.r3.1HG0010460.1	intron 	24394781	24394872	93
ID=HORVU.MOREX.r3.1HG0010460.1	intron 	24395291	24395395	106
ID=HORVU.MOREX.r3.1HG0010550.1	intron 	24859414	24859525	113
ID=HORVU.MOREX.r3.1HG0010560.1	intron 	24861698	24862039	343
ID=HORVU.MOREX.r3.1HG0010580.1	intron 	24894077	24894217	142
ID=HORVU.MOREX.r3.1HG0010590.1	intron 	24895303	24895758	457
ID=HORVU.MOREX.r3.1HG0010590.1	intron 	24895879	24896039	162
ID=HORVU.MOREX.r3.1HG0010590.1	intron 	24896212	24896318	108
ID=HORVU.MOREX.r3.1HG0010590.1	intron 	24896469	24896539	72
ID=HORVU.MOREX.r3.1HG0010630.1	intron 	25045484	25045575	93
ID=HORVU.MOREX.r3.1HG0010680.1	intron 	25085286	25085360	76
ID=HORVU.MOREX.r3.1HG0010710.1	intron 	25275468	25276161	695
ID=HORVU.MOREX.r3.1HG0010710.1	intron 	25276301	25276611	312
ID=HORVU.MOREX.r3.1HG0010710.1	intron 	25276666	25276966	302
ID=HORVU.MOREX.r3.1HG0010770.1	intron 	25513918	25514826	910
ID=HORVU.MOREX.r3.1HG0010770.1	intron 	25515158	25515273	117
ID=HORVU.MOREX.r3.1HG0010820.1	intron 	25620128	25620231	105
ID=HORVU.MOREX.r3.1HG0010830.1	intron 	25627253	25627356	105
ID=HORVU.MOREX.r3.1HG0010880.1	intron 	25692750	25692921	173
ID=HORVU.MOREX.r3.1HG0010900.1	intron 	25703097	25703200	105
ID=HORVU.MOREX.r3.1HG0010940.1	intron 	25754534	25755459	927
ID=HORVU.MOREX.r3.1HG0010940.1	intron 	25755532	25755615	85
ID=HORVU.MOREX.r3.1HG0010940.1	intron 	25755702	25756261	561
ID=HORVU.MOREX.r3.1HG0010940.1	intron 	25756389	25756455	68
ID=HORVU.MOREX.r3.1HG0010960.1	intron 	26077003	26077109	108
ID=HORVU.MOREX.r3.1HG0011040.1	intron 	26323811	26323903	94
ID=HORVU.MOREX.r3.1HG0011040.1	intron 	26324362	26324503	143
ID=HORVU.MOREX.r3.1HG0011040.1	intron 	26324794	26324885	93
ID=HORVU.MOREX.r3.1HG0011160.1	intron 	26642191	26642292	103
ID=HORVU.MOREX.r3.1HG0011160.1	intron 	26642392	26645585	3195
ID=HORVU.MOREX.r3.1HG0011160.1	intron 	26645778	26645849	73
ID=HORVU.MOREX.r3.1HG0011210.1	intron 	26999922	27000032	112
ID=HORVU.MOREX.r3.1HG0011210.1	intron 	27000102	27000350	250
ID=HORVU.MOREX.r3.1HG0011230.1	intron 	27064412	27064501	91
ID=HORVU.MOREX.r3.1HG0011230.1	intron 	27064705	27064770	67
ID=HORVU.MOREX.r3.1HG0011390.1	intron 	27521584	27522107	525
ID=HORVU.MOREX.r3.1HG0011390.1	intron 	27522161	27524686	2527
ID=HORVU.MOREX.r3.1HG0011430.1	intron 	27549668	27549744	78
ID=HORVU.MOREX.r3.1HG0011430.1	intron 	27550163	27550251	90
ID=HORVU.MOREX.r3.1HG0011460.1	intron 	27714549	27714660	113
ID=HORVU.MOREX.r3.1HG0011470.1	intron 	27724026	27724533	509
ID=HORVU.MOREX.r3.1HG0011480.1	intron 	27728245	27728357	114
ID=HORVU.MOREX.r3.1HG0011580.1	intron 	28024637	28024712	77
ID=HORVU.MOREX.r3.1HG0011580.1	intron 	28024799	28024870	73
ID=HORVU.MOREX.r3.1HG0011600.1	intron 	28135550	28135651	103
ID=HORVU.MOREX.r3.1HG0011610.1	intron 	28178291	28178463	174
ID=HORVU.MOREX.r3.1HG0011620.1	intron 	28184591	28184683	94
ID=HORVU.MOREX.r3.1HG0011620.1	intron 	28185682	28185744	64
ID=HORVU.MOREX.r3.1HG0011620.1	intron 	28186307	28186415	110
ID=HORVU.MOREX.r3.1HG0011630.1	intron 	28188458	28188611	155
ID=HORVU.MOREX.r3.1HG0011650.1	intron 	28195319	28195423	106
ID=HORVU.MOREX.r3.1HG0011670.1	intron 	28250962	28251042	82
ID=HORVU.MOREX.r3.1HG0011670.1	intron 	28251136	28251252	118
