ID	type	start	end	length
ID=HORVU.MOREX.r3.2HG0188490.1	intron five_prime_UTR	592165063	592165753	692
ID=HORVU.MOREX.r3.2HG0195780.2	intron five_prime_UTR	614269879	614270409	532
ID=HORVU.MOREX.r3.2HG0199900.1	intron five_prime_UTR	623059716	623060121	407
ID=HORVU.MOREX.r3.2HG0201800.1	intron five_prime_UTR	627302041	627302172	133
ID=HORVU.MOREX.r3.2HG0212590.1	intron five_prime_UTR	652058656	652058800	146
ID=HORVU.MOREX.r3.2HG0213880.1	intron three_prime_UTR	655120057	655120277	222
ID=HORVU.MOREX.r3.3HG0226980.1	intron five_prime_UTR	16061847	16062055	210
ID=HORVU.MOREX.r3.3HG0228470.1	intron five_prime_UTR	19729212	19729571	361
ID=HORVU.MOREX.r3.3HG0228470.1	intron five_prime_UTR	19729645	19729721	78
ID=HORVU.MOREX.r3.3HG0228470.1	intron five_prime_UTR	19729884	19730164	282
ID=HORVU.MOREX.r3.3HG0228470.1	intron five_prime_UTR	19730348	19730438	92
ID=HORVU.MOREX.r3.3HG0228470.1	intron five_prime_UTR	19730494	19731043	551
ID=HORVU.MOREX.r3.3HG0240990.1	intron three_prime_UTR	74913300	74913782	484
ID=HORVU.MOREX.r3.3HG0240990.1	intron three_prime_UTR	74913904	74931608	17706
ID=HORVU.MOREX.r3.3HG0240990.1	intron three_prime_UTR	74931689	74931977	290
ID=HORVU.MOREX.r3.3HG0247190.1	intron five_prime_UTR	120359905	120360841	938
ID=HORVU.MOREX.r3.3HG0247770.1	intron five_prime_UTR	126313303	126313370	69
ID=HORVU.MOREX.r3.3HG0247770.1	intron three_prime_UTR	126315220	126315887	669
ID=HORVU.MOREX.r3.3HG0249000.1	intron five_prime_UTR	135460588	135460726	140
ID=HORVU.MOREX.r3.3HG0253490.1	intron three_prime_UTR	173589147	173589233	88
ID=HORVU.MOREX.r3.3HG0254210.2	intron three_prime_UTR	179137433	179137994	563
ID=HORVU.MOREX.r3.3HG0254550.1	intron five_prime_UTR	181596699	181597870	1173
ID=HORVU.MOREX.r3.3HG0254550.1	intron five_prime_UTR	181598848	181598972	126
ID=HORVU.MOREX.r3.3HG0254550.1	intron three_prime_UTR	181599917	181600017	102
ID=HORVU.MOREX.r3.3HG0254550.2	intron five_prime_UTR	181596699	181597870	1173
ID=HORVU.MOREX.r3.3HG0254550.2	intron five_prime_UTR	181598323	181598812	491
ID=HORVU.MOREX.r3.3HG0254550.2	intron five_prime_UTR	181598848	181598972	126
ID=HORVU.MOREX.r3.3HG0254550.2	intron three_prime_UTR	181599917	181600017	102
ID=HORVU.MOREX.r3.3HG0254680.1	intron five_prime_UTR	182765184	182765584	402
ID=HORVU.MOREX.r3.3HG0254680.1	intron three_prime_UTR	182771490	182771579	91
ID=HORVU.MOREX.r3.3HG0254680.1	intron three_prime_UTR	182771678	182802224	30548
ID=HORVU.MOREX.r3.3HG0258500.1	intron three_prime_UTR	219403036	219404264	1230
ID=HORVU.MOREX.r3.3HG0259390.1	intron three_prime_UTR	230717830	230717986	158
ID=HORVU.MOREX.r3.3HG0259390.1	intron three_prime_UTR	230718577	230718676	101
ID=HORVU.MOREX.r3.3HG0259390.1	intron three_prime_UTR	230718837	230719475	640
ID=HORVU.MOREX.r3.3HG0264840.1	intron five_prime_UTR	295952084	295952330	248
ID=HORVU.MOREX.r3.3HG0266060.1	intron three_prime_UTR	310084925	310085821	898
ID=HORVU.MOREX.r3.3HG0266060.2	intron three_prime_UTR	310084925	310085821	898
ID=HORVU.MOREX.r3.3HG0266060.2	intron three_prime_UTR	310085885	310086213	330
ID=HORVU.MOREX.r3.3HG0267070.2	intron three_prime_UTR	323606682	323606840	160
ID=HORVU.MOREX.r3.3HG0277660.1	intron three_prime_UTR	412132505	412134854	2351
ID=HORVU.MOREX.r3.3HG0279460.1	intron three_prime_UTR	426359363	426359461	100
ID=HORVU.MOREX.r3.3HG0282060.1	intron three_prime_UTR	446396212	446396321	111
ID=HORVU.MOREX.r3.3HG0282060.1	intron three_prime_UTR	446397109	446397232	125
ID=HORVU.MOREX.r3.3HG0282060.2	intron three_prime_UTR	446397109	446397232	125
ID=HORVU.MOREX.r3.3HG0283730.1	intron five_prime_UTR	455795460	455795866	408
ID=HORVU.MOREX.r3.3HG0284870.1	intron five_prime_UTR	462281627	462281877	252
ID=HORVU.MOREX.r3.3HG0284870.1	intron five_prime_UTR	462281995	462282076	83
ID=HORVU.MOREX.r3.3HG0284870.2	intron five_prime_UTR	462281627	462281877	252
ID=HORVU.MOREX.r3.3HG0286990.1	intron five_prime_UTR	474864661	474865746	1087
ID=HORVU.MOREX.r3.3HG0296600.1	intron five_prime_UTR	525410276	525411462	1188
ID=HORVU.MOREX.r3.3HG0297320.1	intron five_prime_UTR	527976265	527976367	104
ID=HORVU.MOREX.r3.3HG0297950.1	intron three_prime_UTR	531750554	531750807	255
ID=HORVU.MOREX.r3.3HG0298870.2	intron three_prime_UTR	534968883	534971269	2388
ID=HORVU.MOREX.r3.3HG0299170.1	intron three_prime_UTR	535933042	535934278	1238
ID=HORVU.MOREX.r3.3HG0299170.2	intron three_prime_UTR	535933120	535934278	1160
ID=HORVU.MOREX.r3.3HG0299170.2	intron three_prime_UTR	535934375	535935671	1298
ID=HORVU.MOREX.r3.3HG0299170.3	intron three_prime_UTR	535934375	535935671	1298
ID=HORVU.MOREX.r3.3HG0302760.1	intron five_prime_UTR	550117880	550118002	124
ID=HORVU.MOREX.r3.3HG0306820.2	intron three_prime_UTR	562969425	562969496	73
ID=HORVU.MOREX.r3.3HG0306820.2	intron three_prime_UTR	562969656	562969825	171
ID=HORVU.MOREX.r3.3HG0311210.1	intron three_prime_UTR	577093025	577094082	1059
ID=HORVU.MOREX.r3.3HG0318490.1	intron five_prime_UTR	592750552	592751613	1063
ID=HORVU.MOREX.r3.3HG0330830.1	intron five_prime_UTR	620453021	620453454	435
ID=HORVU.MOREX.r3.4HG0332650.1	intron five_prime_UTR	3683095	3683207	114
ID=HORVU.MOREX.r3.4HG0332650.1	intron five_prime_UTR	3683322	3684903	1583
ID=HORVU.MOREX.r3.4HG0332650.1	intron five_prime_UTR	3685140	3685227	89
ID=HORVU.MOREX.r3.4HG0332650.1	intron five_prime_UTR	3685331	3687848	2519
ID=HORVU.MOREX.r3.4HG0338680.1	intron five_prime_UTR	23116142	23117405	1265
ID=HORVU.MOREX.r3.4HG0338740.1	intron five_prime_UTR	23264012	23265518	1508
ID=HORVU.MOREX.r3.4HG0346920.1	intron five_prime_UTR	71488490	71488695	207
ID=HORVU.MOREX.r3.4HG0348220.1	intron five_prime_UTR	82928111	82928714	605
ID=HORVU.MOREX.r3.4HG0353260.1	intron five_prime_UTR	119817540	119817654	116
ID=HORVU.MOREX.r3.4HG0353310.1	intron five_prime_UTR	119939565	119940008	445
ID=HORVU.MOREX.r3.4HG0364130.1	intron three_prime_UTR	224287190	224287269	81
ID=HORVU.MOREX.r3.4HG0364130.1	intron three_prime_UTR	224287360	224293486	6128
ID=HORVU.MOREX.r3.4HG0364130.1	intron three_prime_UTR	224293629	224293784	157
ID=HORVU.MOREX.r3.4HG0364130.1	intron three_prime_UTR	224294001	224294299	300
ID=HORVU.MOREX.r3.4HG0364130.1	intron three_prime_UTR	224294409	224294508	101
ID=HORVU.MOREX.r3.4HG0367350.2	intron five_prime_UTR	259062333	259062405	74
ID=HORVU.MOREX.r3.4HG0375340.1	intron three_prime_UTR	358189860	358190259	401
ID=HORVU.MOREX.r3.4HG0376480.1	intron five_prime_UTR	371060073	371060174	103
ID=HORVU.MOREX.r3.4HG0376480.1	intron three_prime_UTR	371061830	371062286	458
ID=HORVU.MOREX.r3.4HG0376480.1	intron three_prime_UTR	371062348	371062790	444
ID=HORVU.MOREX.r3.4HG0376480.1	intron three_prime_UTR	371062910	371063915	1007
ID=HORVU.MOREX.r3.4HG0376480.2	intron three_prime_UTR	371061830	371062790	962
ID=HORVU.MOREX.r3.4HG0376480.2	intron three_prime_UTR	371062910	371063915	1007
ID=HORVU.MOREX.r3.4HG0379040.1	intron three_prime_UTR	397940974	397941959	987
ID=HORVU.MOREX.r3.4HG0379040.1	intron three_prime_UTR	397942082	397942632	552
ID=HORVU.MOREX.r3.4HG0379040.2	intron three_prime_UTR	397940974	397941959	987
ID=HORVU.MOREX.r3.4HG0379040.2	intron three_prime_UTR	397942082	397942632	552
ID=HORVU.MOREX.r3.4HG0383700.1	intron three_prime_UTR	441700374	441700481	109
ID=HORVU.MOREX.r3.4HG0383700.1	intron three_prime_UTR	441700568	441701608	1042
ID=HORVU.MOREX.r3.4HG0385930.1	intron three_prime_UTR	459264135	459264256	123
ID=HORVU.MOREX.r3.4HG0387670.1	intron three_prime_UTR	471526490	471531119	4631
ID=HORVU.MOREX.r3.4HG0387670.1	intron three_prime_UTR	471531206	471536011	4807
ID=HORVU.MOREX.r3.4HG0387670.2	intron three_prime_UTR	471526490	471531119	4631
ID=HORVU.MOREX.r3.4HG0387670.2	intron three_prime_UTR	471531206	471536011	4807
ID=HORVU.MOREX.r3.4HG0401850.1	intron three_prime_UTR	557759123	557759359	238
ID=HORVU.MOREX.r3.4HG0410490.1	intron five_prime_UTR	589049152	589049668	518
ID=HORVU.MOREX.r3.4HG0410490.1	intron five_prime_UTR	589050029	589050197	170
ID=HORVU.MOREX.r3.4HG0410490.2	intron five_prime_UTR	589049152	589049668	518
ID=HORVU.MOREX.r3.4HG0411390.1	intron five_prime_UTR	591609603	591609706	105
ID=HORVU.MOREX.r3.4HG0416760.1	intron three_prime_UTR	605230809	605230896	89
ID=HORVU.MOREX.r3.5HG0427050.1	intron five_prime_UTR	17714542	17714645	105
ID=HORVU.MOREX.r3.5HG0427060.1	intron five_prime_UTR	17717765	17717882	119
ID=HORVU.MOREX.r3.5HG0432740.1	intron five_prime_UTR	39937434	39937572	140
ID=HORVU.MOREX.r3.5HG0436480.1	intron five_prime_UTR	54031184	54031335	153
ID=HORVU.MOREX.r3.5HG0436480.1	intron three_prime_UTR	54033194	54033308	116
ID=HORVU.MOREX.r3.5HG0436480.1	intron three_prime_UTR	54033360	54033907	549
ID=HORVU.MOREX.r3.5HG0436480.1	intron three_prime_UTR	54034077	54034545	470
ID=HORVU.MOREX.r3.5HG0436480.1	intron three_prime_UTR	54034823	54034928	107
ID=HORVU.MOREX.r3.5HG0436480.1	intron three_prime_UTR	54035205	54035314	111
ID=HORVU.MOREX.r3.5HG0436480.1	intron three_prime_UTR	54036004	54036487	485
ID=HORVU.MOREX.r3.5HG0436480.1	intron three_prime_UTR	54036768	54037216	450
ID=HORVU.MOREX.r3.5HG0436480.1	intron three_prime_UTR	54037291	54037387	98
ID=HORVU.MOREX.r3.5HG0443510.1	intron five_prime_UTR	106322011	106324292	2283
ID=HORVU.MOREX.r3.5HG0443940.1	intron three_prime_UTR	109482820	109483119	301
ID=HORVU.MOREX.r3.5HG0443940.1	intron three_prime_UTR	109483185	109484812	1629
ID=HORVU.MOREX.r3.5HG0445730.1	intron three_prime_UTR	123852712	123853518	808
ID=HORVU.MOREX.r3.5HG0445730.1	intron three_prime_UTR	123853624	123853722	100
ID=HORVU.MOREX.r3.5HG0445730.1	intron three_prime_UTR	123854384	123854471	89
ID=HORVU.MOREX.r3.5HG0445730.1	intron three_prime_UTR	123854663	123855296	635
ID=HORVU.MOREX.r3.5HG0446730.1	intron three_prime_UTR	133443221	133443506	287
ID=HORVU.MOREX.r3.5HG0446730.1	intron three_prime_UTR	133443586	133444008	424
ID=HORVU.MOREX.r3.5HG0447930.1	intron three_prime_UTR	143977426	143977600	176
ID=HORVU.MOREX.r3.5HG0447930.1	intron three_prime_UTR	143977859	143977950	93
ID=HORVU.MOREX.r3.5HG0447930.1	intron three_prime_UTR	143978071	143978750	681
ID=HORVU.MOREX.r3.5HG0447930.1	intron three_prime_UTR	143979379	143979475	98
ID=HORVU.MOREX.r3.5HG0449000.1	intron three_prime_UTR	153192159	153192649	492
ID=HORVU.MOREX.r3.5HG0449000.1	intron three_prime_UTR	153192692	153192815	125
ID=HORVU.MOREX.r3.5HG0450710.1	intron five_prime_UTR	179095860	179095978	120
ID=HORVU.MOREX.r3.5HG0457160.1	intron three_prime_UTR	255079769	255081423	1656
ID=HORVU.MOREX.r3.5HG0457160.2	intron three_prime_UTR	255079816	255081423	1609
ID=HORVU.MOREX.r3.5HG0463830.1	intron five_prime_UTR	320234839	320234956	119
ID=HORVU.MOREX.r3.5HG0463830.1	intron three_prime_UTR	320238571	320239132	563
ID=HORVU.MOREX.r3.5HG0469530.1	intron five_prime_UTR	361319862	361323683	3823
ID=HORVU.MOREX.r3.5HG0481230.1	intron five_prime_UTR	435109018	435109099	83
ID=HORVU.MOREX.r3.5HG0485430.1	intron five_prime_UTR	454032350	454033205	857
ID=HORVU.MOREX.r3.5HG0492410.1	intron five_prime_UTR	483253996	483255153	1159
ID=HORVU.MOREX.r3.5HG0493260.1	intron five_prime_UTR	485310007	485310184	179
ID=HORVU.MOREX.r3.5HG0493260.1	intron five_prime_UTR	485310263	485311187	926
ID=HORVU.MOREX.r3.5HG0494920.1	intron three_prime_UTR	489924319	489924422	105
ID=HORVU.MOREX.r3.5HG0498260.1	intron five_prime_UTR	498003888	498005790	1904
ID=HORVU.MOREX.r3.5HG0498410.1	intron five_prime_UTR	498300955	498302095	1142
ID=HORVU.MOREX.r3.5HG0513010.1	intron five_prime_UTR	533370105	533370201	98
ID=HORVU.MOREX.r3.5HG0516510.1	intron five_prime_UTR	541267801	541267904	105
ID=HORVU.MOREX.r3.5HG0516990.1	intron three_prime_UTR	542391969	542392063	96
ID=HORVU.MOREX.r3.5HG0516990.1	intron three_prime_UTR	542392384	542392465	83
ID=HORVU.MOREX.r3.5HG0516990.1	intron three_prime_UTR	542392557	542393139	584
ID=HORVU.MOREX.r3.5HG0516990.1	intron three_prime_UTR	542393222	542393328	108
ID=HORVU.MOREX.r3.5HG0523610.1	intron three_prime_UTR	557088585	557088763	180
ID=HORVU.MOREX.r3.5HG0524520.1	intron five_prime_UTR	559401240	559401757	519
ID=HORVU.MOREX.r3.6HG0551370.1	intron five_prime_UTR	30364675	30364783	110
ID=HORVU.MOREX.r3.6HG0556690.1	intron five_prime_UTR	50220407	50220849	444
ID=HORVU.MOREX.r3.6HG0559770.1	intron three_prime_UTR	66644328	66645694	1368
ID=HORVU.MOREX.r3.6HG0559770.1	intron three_prime_UTR	66645795	66645913	120
ID=HORVU.MOREX.r3.6HG0559800.1	intron three_prime_UTR	66720098	66720177	81
ID=HORVU.MOREX.r3.6HG0559800.1	intron three_prime_UTR	66720248	66729136	8890
ID=HORVU.MOREX.r3.6HG0560720.1	intron three_prime_UTR	70809270	70809463	195
ID=HORVU.MOREX.r3.6HG0561880.1	intron three_prime_UTR	81497609	81497671	64
ID=HORVU.MOREX.r3.6HG0561880.1	intron three_prime_UTR	81497766	81498285	521
ID=HORVU.MOREX.r3.6HG0561880.1	intron three_prime_UTR	81498366	81498497	133
ID=HORVU.MOREX.r3.6HG0561880.1	intron three_prime_UTR	81498552	81499550	1000
ID=HORVU.MOREX.r3.6HG0571060.1	intron five_prime_UTR	131869415	131869827	414
ID=HORVU.MOREX.r3.6HG0571060.3	intron three_prime_UTR	131873853	131874038	187
ID=HORVU.MOREX.r3.6HG0571060.3	intron three_prime_UTR	131874189	131874272	85
ID=HORVU.MOREX.r3.6HG0571060.4	intron five_prime_UTR	131869415	131869827	414
ID=HORVU.MOREX.r3.6HG0571060.4	intron three_prime_UTR	131873853	131874038	187
ID=HORVU.MOREX.r3.6HG0571060.4	intron three_prime_UTR	131874189	131874272	85
ID=HORVU.MOREX.r3.6HG0572650.1	intron five_prime_UTR	141930823	141930954	133
ID=HORVU.MOREX.r3.6HG0572650.1	intron five_prime_UTR	141931847	141931991	146
ID=HORVU.MOREX.r3.6HG0572650.1	intron three_prime_UTR	141933431	141934563	1134
ID=HORVU.MOREX.r3.6HG0572650.1	intron three_prime_UTR	141934679	141934854	177
ID=HORVU.MOREX.r3.6HG0578540.1	intron three_prime_UTR	189842460	189842642	184
ID=HORVU.MOREX.r3.6HG0578540.2	intron three_prime_UTR	189842460	189842638	180
ID=HORVU.MOREX.r3.6HG0578540.3	intron three_prime_UTR	189842460	189842638	180
ID=HORVU.MOREX.r3.6HG0578540.4	intron three_prime_UTR	189842460	189842642	184
ID=HORVU.MOREX.r3.6HG0579810.1	intron three_prime_UTR	200976815	200976900	87
ID=HORVU.MOREX.r3.6HG0583880.1	intron five_prime_UTR	247304104	247304236	134
ID=HORVU.MOREX.r3.6HG0583880.2	intron five_prime_UTR	247303017	247303091	76
ID=HORVU.MOREX.r3.6HG0583880.2	intron five_prime_UTR	247303227	247303416	191
ID=HORVU.MOREX.r3.6HG0583880.2	intron five_prime_UTR	247303637	247303841	206
ID=HORVU.MOREX.r3.6HG0583880.2	intron five_prime_UTR	247303930	247304028	100
ID=HORVU.MOREX.r3.6HG0583880.2	intron five_prime_UTR	247304104	247304236	134
ID=HORVU.MOREX.r3.6HG0583880.3	intron five_prime_UTR	247303017	247303091	76
ID=HORVU.MOREX.r3.6HG0583880.3	intron five_prime_UTR	247304104	247304236	134
ID=HORVU.MOREX.r3.6HG0588620.1	intron five_prime_UTR	306830115	306830998	885
ID=HORVU.MOREX.r3.6HG0588620.1	intron five_prime_UTR	306831212	306831390	180
ID=HORVU.MOREX.r3.6HG0588620.1	intron five_prime_UTR	306831452	306831556	106
ID=HORVU.MOREX.r3.6HG0592270.1	intron three_prime_UTR	340519978	340520184	208
ID=HORVU.MOREX.r3.6HG0592270.2	intron three_prime_UTR	340519978	340520898	922
ID=HORVU.MOREX.r3.6HG0592270.2	intron three_prime_UTR	340521838	340521925	89
ID=HORVU.MOREX.r3.6HG0593690.1	intron five_prime_UTR	353348883	353350754	1873
ID=HORVU.MOREX.r3.6HG0594410.1	intron five_prime_UTR	360999685	361000446	763
ID=HORVU.MOREX.r3.6HG0595210.1	intron five_prime_UTR	367880768	367880860	94
ID=HORVU.MOREX.r3.6HG0597320.1	intron three_prime_UTR	385697482	385697557	77
ID=HORVU.MOREX.r3.6HG0598310.1	intron three_prime_UTR	391939055	391940124	1071
ID=HORVU.MOREX.r3.6HG0599750.1	intron three_prime_UTR	403552550	403553387	839
ID=HORVU.MOREX.r3.6HG0599890.1	intron five_prime_UTR	405042019	405042149	132
ID=HORVU.MOREX.r3.6HG0599890.1	intron five_prime_UTR	405042392	405042720	330
ID=HORVU.MOREX.r3.6HG0606500.1	intron five_prime_UTR	458399298	458399370	74
ID=HORVU.MOREX.r3.6HG0606500.1	intron five_prime_UTR	458399467	458401806	2341
ID=HORVU.MOREX.r3.6HG0608100.1	intron three_prime_UTR	466786671	466786753	84
ID=HORVU.MOREX.r3.6HG0610050.1	intron three_prime_UTR	478996501	478997722	1223
ID=HORVU.MOREX.r3.6HG0610050.1	intron three_prime_UTR	478997777	478998412	637
ID=HORVU.MOREX.r3.6HG0621230.1	intron five_prime_UTR	530069534	530069614	82
ID=HORVU.MOREX.r3.6HG0621230.1	intron three_prime_UTR	530070417	530070819	404
ID=HORVU.MOREX.r3.6HG0621230.1	intron three_prime_UTR	530070882	530071173	293
